repeat_id,num_cells,lda2,num_measurements,gene_set_size,lda1,sparsity,best_score
1,100000,12.0,100,1000,8.0,0.02,0.7577725545624928
2,100000,12.0,100,1000,8.0,0.02,0.7614313633815706
3,100000,12.0,100,1000,8.0,0.02,0.7661537116557966
4,100000,12.0,100,1000,8.0,0.02,0.7615399394709572
5,100000,12.0,100,1000,8.0,0.02,0.7789014562877256
6,100000,12.0,100,1000,8.0,0.02,0.7559817953079798
7,100000,12.0,100,1000,8.0,0.02,0.7584295436677864
8,100000,12.0,100,1000,8.0,0.02,0.7677583037213714
9,100000,12.0,100,1000,8.0,0.02,0.7525298131602964
10,100000,12.0,100,1000,8.0,0.02,0.7389737975086014
